date,S_t,U_t,P_t,tone_strength,Vol_t,DeltaPrice_t,return_pct,sigma_wide,sigma_pre,CredGap_t,t5yifr,regime,VIX_t,has_pressconf,S_x_CredGap,S_x_VIX,U_x_CredGap
2021-12-15,0.1181727096830543,0.6949990762377831,-0.08974157837938632,0.08974157837938632,0.0003920262118061,-0.171875,-0.131641933939684,0.0003422585144684,0.0001030799551373,0.08000000000000007,2.08,anchored,21.89,True,0.009453816774644352,2.5868006149620584,0.0555999260990227
2022-01-26,0.0642940451884094,0.6842023343934367,-0.9300992145612786,0.9300992145612786,0.0002961310042678,-0.640625,-0.4998780785174347,0.0002751141296765,0.0001335365925817,0.040000000000000036,2.04,anchored,31.16,True,0.002571761807536378,2.003402448070837,0.027368093375737493
2022-03-16,-0.1210787172118822,0.6004837100913462,-2.694659542101081,2.694659542101081,0.0004082518911905,-0.390625,-0.3141887646097775,0.0003855568707377,0.0001127564991238,0.2599999999999998,2.26,above_target,29.83,True,-0.03148046647508934,-3.6117781344304456,0.15612576462374989
2022-05-04,-0.2642687449852625,0.6406560432766537,-3.9232058153341125,3.9232058153341125,0.0005606482585855,0.171875,0.1452336942170583,0.0005483654856813,0.0001572306819763,0.4500000000000002,2.45,above_target,29.25,True,-0.11892093524336816,-7.729860790818927,0.28829521947449427
2022-06-15,-0.118486497950341,0.6627459832594137,-3.334822684403066,3.334822684403066,0.000985444194601,0.421875,0.367047308319739,0.0008131144718625,0.0001141085436653,0.31999999999999984,2.32,above_target,32.69,True,-0.0379156793441091,-3.873323617996647,0.21207871464301228
2022-07-27,-0.1877170243085577,0.6440541080390223,-1.8546134184371512,1.8546134184371512,0.0004681586488676,0.28125,0.2342529932326913,0.0004200812172126,0.0001468009533652,0.16000000000000014,2.16,above_target,24.69,True,-0.030034723889369258,-4.63473333017829,0.10304865728624366
2022-09-21,-0.0934154420661238,0.6683910534242695,-1.8536300209689913,1.8536300209689913,0.0006298603088661,0.21875,0.1922020867655134,0.0005413624782987,0.0001427255224275,0.31999999999999984,2.32,above_target,27.16,True,-0.029892941461159603,-2.5371634065159223,0.21388513709576615
2022-11-02,-0.0548527543743451,0.6969148302815351,-1.3174949753116638,1.3174949753116638,0.0007887276340545,0.28125,0.2540937323546019,0.0006680384783022,0.0001191673210933,0.3700000000000001,2.37,above_target,25.81,True,-0.02029551911850769,-1.415749590401847,0.25785848720416804
2022-12-14,-0.0488623645777503,0.633752556380312,-0.7180136861084077,0.7180136861084077,0.0004652115557923,-0.171875,-0.1497617426820966,0.0004079878273206,0.0001423081695146,0.16999999999999993,2.17,above_target,22.55,True,-0.008306601978217547,-1.1018463212282692,0.107737934584653
2023-02-01,0.1646018619649112,0.6853831153629082,0.015575898063319774,0.015575898063319774,0.0004814704976524,0.390625,0.3399972800217598,0.0004417074123106,0.0001201581948639,0.20999999999999996,2.21,above_target,19.4,True,0.03456639101263134,3.193276122119277,0.1439304542262107
2023-03-22,0.2129434584366048,0.6848615857039503,0.17300036452772227,0.17300036452772227,0.0006815733264568,0.640625,0.5595741776989218,0.0006046760990203,0.0002017964683264,0.20999999999999996,2.21,above_target,21.38,True,0.044718126271687,4.55273114137461,0.14382093299782953
2023-05-03,0.1160338412155397,0.6663307497552388,0.01625565232680181,0.01625565232680181,0.0003767184424191,-0.109375,-0.0942507068803016,0.0003258252738628,0.0001219856604576,0.2200000000000002,2.22,above_target,17.78,True,0.025527445067418757,2.063081696812296,0.14659276494615267
2023-06-14,0.127621246560011,0.6685064237333534,0.06487531403701771,0.06487531403701771,0.0006895302449741,-0.21875,-0.1934235976789168,0.0006035947646869,0.0001309318488798,0.2799999999999998,2.28,above_target,14.61,True,0.035733949036803055,1.8645464122417608,0.18718179864533885
2023-07-26,0.1470208407845348,0.6781988847839961,0.0010658025196275916,0.0010658025196275916,0.00032802441888,0.21875,0.1956947162426614,0.0002842640408147,0.0001190459364628,0.52,2.52,above_target,13.86,True,0.0764508372079581,2.0377088532736525,0.352663420087678
2023-09-20,0.073854663525708,0.6994254885348958,0.2743967174615237,0.2743967174615237,0.0004437952939417,-0.234375,-0.2140716426430712,0.0003798882914388,0.0001191992811066,0.43999999999999995,2.44,above_target,14.11,True,0.03249605195131152,1.04208930234774,0.3077472149553541
2023-11-01,0.0795411166618578,0.6862699325074968,0.013858763995692467,0.013858763995692467,0.0004805547465744,0.0,0.0,0.0004122551064301,0.0001001710272138,0.43999999999999995,2.44,above_target,18.14,True,0.03499809133121743,1.4428758562461006,0.30195877030329854
2023-12-13,-0.0339098020922392,0.716620250416033,1.0010350499512632,1.0010350499512632,0.0007482937401567,1.140625,1.0291837022416466,0.0006315067360523,0.0001144157424026,0.2400000000000002,2.24,above_target,12.07,True,-0.008138352502137415,-0.40929131125332713,0.17198886009984807
2024-01-31,0.1288493107339101,0.6935030554278373,0.08183554715163861,0.08183554715163861,0.0003484670524825,0.109375,0.0974116337322571,0.000311526255978,0.0001018096363904,0.27,2.27,above_target,13.31,True,0.034789313898155726,1.7149843258683435,0.1872458249655161
2024-03-20,0.1566189401783049,0.6815206233056502,-0.03722813482675182,0.03722813482675182,0.0003474429809897,0.046875,0.042504958911873,0.0003179877127926,0.0001046381235411,0.2200000000000002,2.22,above_target,13.82,True,0.03445616683922711,2.164473753264174,0.1499345371272432
2024-05-01,0.0716422298813567,0.6767837493049381,0.18056159248838113,0.18056159248838113,0.0004142515692847,0.46875,0.4354768471476266,0.0003520836822606,0.0001061163074181,0.3900000000000001,2.39,above_target,15.65,True,0.027940469653729122,1.1212008976432324,0.26394566222892596
2024-06-12,0.1932512242967883,0.6891142583856734,-0.22249052170659403,0.22249052170659403,0.0003592513336586,-0.203125,-0.1837715578173593,0.0003215089645347,0.0001163184860642,0.29000000000000004,2.29,above_target,12.85,True,0.05604285504606861,2.4832782322137295,0.19984313493184533
2024-07-31,0.2254574477672576,0.6734339469639351,-0.046818399731122784,0.046818399731122784,0.0002891864162828,0.0625,0.0559518813820114,0.0002575711057006,0.0001422773955288,0.3799999999999999,2.38,above_target,17.69,True,0.08567383015155786,3.9883422510027873,0.2559048998462953
2024-09-18,0.1381662376941396,0.6243424955305333,0.006104588467291381,0.006104588467291381,0.0004709266705795,0.09375,0.0814442785394326,0.0004083145152808,0.0001147096965731,0.27,2.27,above_target,17.61,True,0.037304884177417695,2.4331074457937985,0.168572473793244
2024-11-07,0.1837696264712856,0.6666609091374844,-0.0672489123043274,0.0672489123043274,0.0003795186283606,-0.203125,-0.184318729618602,0.0003348974645896,0.0001268218090054,0.2999999999999998,2.3,above_target,16.27,True,0.05513088794138565,2.989931822687817,0.1999982727412452
2024-12-18,0.1825735956573715,0.6690759119442385,-0.07741335976771377,0.07741335976771377,0.0004933683284403,-0.625,-0.5688282138794084,0.0004160870559923,0.0001262364933792,0.2599999999999998,2.26,above_target,15.87,True,0.04746913487091655,2.8974429630824856,0.1739597371055019
2025-01-29,0.1776282418375978,0.6689276570516328,-0.05220493617322008,0.05220493617322008,0.0003613079528177,-0.09375,-0.0860338399770576,0.0003100378146331,0.0001195336410517,0.31999999999999984,2.32,above_target,16.41,True,0.056841037388031264,2.91487944855498,0.2140568502565224
2025-03-19,0.1154875418792168,0.7034209581570098,-0.0927215501624015,0.0927215501624015,0.0003030645463403,0.515625,0.4666949512091641,0.0002619276720514,0.0001142921866235,0.14000000000000012,2.14,above_target,21.7,True,0.016168255863090366,2.5060796587790044,0.09847893414198146
2025-05-07,0.1592625479142253,0.7267154390049846,0.06701345096261964,0.06701345096261964,0.000238677752774,-0.078125,-0.0700770847932726,0.000230668103973,0.000138368519403,0.18000000000000016,2.18,above_target,24.76,True,0.02866725862456058,3.943340686356219,0.13080877902089735
2025-06-18,0.2696957593927017,0.6827301210750426,0.34614782748241274,0.34614782748241274,0.0002677892266476,-0.140625,-0.1266535322262876,0.0002423339073978,0.0001177398369773,0.27,2.27,above_target,21.6,True,0.07281785503602946,5.825428402882356,0.18433713269026153
2025-07-30,0.2052705319455036,0.675689901162764,-0.12162186754876375,0.12162186754876375,0.0001882631492665,0.0,0.0,0.0001817195304159,0.0001059060835651,0.3799999999999999,2.38,above_target,15.98,True,0.07800280213929135,3.2802231004891476,0.25676216244185024
2025-09-17,0.082902699494018,0.6356692645012548,0.11361835278308854,0.11361835278308854,0.0004999644915895,-0.1875,-0.1654031702274293,0.0004174005701672,0.0001092652350608,0.31999999999999984,2.32,above_target,16.36,True,0.026528863838085746,1.3562881637221345,0.20341416464040143
2025-10-29,0.0656728332575697,0.7057691939993651,0.139730278147297,0.139730278147297,0.0003691928338695,-0.328125,-0.289655172413793,0.0003167767735189,0.000113528851106,0.20000000000000018,2.2,above_target,16.42,True,0.013134566651513952,1.0783479220892946,0.14115383879987314
2025-12-10,0.0635874293345425,0.6754448894071727,0.10588719600549404,0.10588719600549404,0.0003068999287591,-0.09375,-0.0835887433825578,0.0002789410296011,0.0001143148228644,0.20000000000000018,2.2,above_target,16.93,True,0.012717485866908513,1.0765351786338047,0.13508897788143467
